task_id,scene_id,image,motion_type,prompt_en,prompt_zh
pdef_128,pdef_cnc_curved_surface_cutting,images/pdef_128.jpg,orbit,"Use the reference image as the exact first frame. Create a 5-second photorealistic industrial video. The existing cutting tool follows one short curved path across the impeller surface while the spindle, fixture, and workpiece remain coherently coupled. Camera: constant-radius 45 degree orbit around the subject. Preserve every visible subject's identity, count, geometry, material, lighting, background, and all non-event regions. Do not add people, vehicles, tools, loads, text, logos, or other objects not already visible; avoid cuts, global regeneration, flicker, warping, disappearance, penetration, floating motion, and identity swaps.",以参考图片作为严格首帧，生成一段5秒的写实工业视频。核心任务：五轴机床加工叶轮曲面。相机以恒定半径绕主体平滑环绕45度。只执行核心任务指定的局部动作；保持已有主体的身份、数量、几何结构、材质、光照、背景和非事件区域不变。不得凭空增加人员、车辆、工具、载荷、文字或其他物体。
pdef_134,pdef_engine_endoscope_crack,images/pdef_134.jpg,pan,"Use the reference image as the exact first frame. Create a 5-second photorealistic industrial video. The borescope advances slightly toward one existing dark linear mark on the inner pipe wall while preserving the cylindrical geometry. Camera: smooth left-to-right inspection pan, not an orbit. Preserve every visible subject's identity, count, geometry, material, lighting, background, and all non-event regions. Do not add people, vehicles, tools, loads, text, logos, or other objects not already visible; avoid cuts, global regeneration, flicker, warping, disappearance, penetration, floating motion, and identity swaps.",以参考图片作为严格首帧，生成一段5秒的写实工业视频。核心任务：内窥镜接近管道内壁痕迹。相机从左向右平滑巡检平移，不环绕主体。只执行核心任务指定的局部动作；保持已有主体的身份、数量、几何结构、材质、光照、背景和非事件区域不变。不得凭空增加人员、车辆、工具、载荷、文字或其他物体。
pdef_136,pdef_engine_endoscope_crack,images/pdef_136.jpg,pan,"Use the reference image as the exact first frame. Create a 5-second photorealistic industrial video. The inspection camera pans slowly across the existing gear teeth and reveals one short hairline crack near a tooth root; the gear remains stationary. Camera: smooth left-to-right inspection pan, not an orbit. Preserve every visible subject's identity, count, geometry, material, lighting, background, and all non-event regions. Do not add people, vehicles, tools, loads, text, logos, or other objects not already visible; avoid cuts, global regeneration, flicker, warping, disappearance, penetration, floating motion, and identity swaps.",以参考图片作为严格首帧，生成一段5秒的写实工业视频。核心任务：镜头揭示齿根细微裂纹。相机从左向右平滑巡检平移，不环绕主体。只执行核心任务指定的局部动作；保持已有主体的身份、数量、几何结构、材质、光照、背景和非事件区域不变。不得凭空增加人员、车辆、工具、载荷、文字或其他物体。
pdef_143,pdef_connector_pin_bent,images/pdef_143.jpg,dolly,"Use the reference image as the exact first frame. Create a 5-second photorealistic industrial video. One existing pin in the foreground connector bends slightly toward its adjacent pin while all surrounding rows remain unchanged. Camera: smooth dolly forward while keeping the subject framed. Preserve every visible subject's identity, count, geometry, material, lighting, background, and all non-event regions. Do not add people, vehicles, tools, loads, text, logos, or other objects not already visible; avoid cuts, global regeneration, flicker, warping, disappearance, penetration, floating motion, and identity swaps.",以参考图片作为严格首帧，生成一段5秒的写实工业视频。核心任务：连接器单个插针局部弯曲。相机保持主体入镜并平滑向前推进。只执行核心任务指定的局部动作；保持已有主体的身份、数量、几何结构、材质、光照、背景和非事件区域不变。不得凭空增加人员、车辆、工具、载荷、文字或其他物体。
pdef_153,pdef_flange_seal_micro_leak,images/pdef_153.jpg,dolly,"Use the reference image as the exact first frame. Create a 5-second photorealistic industrial video. A tiny bead of lubricant appears at one existing seam on the central flange while the shaft, bolts, and bearing geometry remain fixed. Camera: smooth dolly forward while keeping the subject framed. Preserve every visible subject's identity, count, geometry, material, lighting, background, and all non-event regions. Do not add people, vehicles, tools, loads, text, logos, or other objects not already visible; avoid cuts, global regeneration, flicker, warping, disappearance, penetration, floating motion, and identity swaps.",以参考图片作为严格首帧，生成一段5秒的写实工业视频。核心任务：法兰接缝出现微量油迹。相机保持主体入镜并平滑向前推进。只执行核心任务指定的局部动作；保持已有主体的身份、数量、几何结构、材质、光照、背景和非事件区域不变。不得凭空增加人员、车辆、工具、载荷、文字或其他物体。
pdef_181,pdef_flange_seal_micro_leak,images/pdef_181.jpg,dolly,"Use the reference image as the exact first frame. Create a 5-second photorealistic industrial video. A tiny lubricant bead appears locally at one existing carriage seal while every rail and carriage remains fixed and aligned. Camera: smooth dolly forward while keeping the subject framed. Preserve every visible subject's identity, count, geometry, material, lighting, background, and all non-event regions. Do not add people, vehicles, tools, loads, text, logos, or other objects not already visible; avoid cuts, global regeneration, flicker, warping, disappearance, penetration, floating motion, and identity swaps.",以参考图片作为严格首帧，生成一段5秒的写实工业视频。核心任务：直线导轨滑块密封处微漏。相机保持主体入镜并平滑向前推进。只执行核心任务指定的局部动作；保持已有主体的身份、数量、几何结构、材质、光照、背景和非事件区域不变。不得凭空增加人员、车辆、工具、载荷、文字或其他物体。
vsec_029,vsec_forklift_overspeed_pallet_shift,images/vsec_029.jpeg,orbit,"Use the reference image as the exact first frame. Create a 5-second photorealistic industrial video. The loaded forklift begins a slow turn; the existing carton stack shifts slightly outward under inertia but remains on the forks. Camera: constant-radius 45 degree orbit around the subject. Preserve every visible subject's identity, count, geometry, material, lighting, background, and all non-event regions. Do not add people, vehicles, tools, loads, text, logos, or other objects not already visible; avoid cuts, global regeneration, flicker, warping, disappearance, penetration, floating motion, and identity swaps.",以参考图片作为严格首帧，生成一段5秒的写实工业视频。核心任务：叉车转弯时纸箱载荷轻微外移。相机以恒定半径绕主体平滑环绕45度。只执行核心任务指定的局部动作；保持已有主体的身份、数量、几何结构、材质、光照、背景和非事件区域不变。不得凭空增加人员、车辆、工具、载荷、文字或其他物体。
vsec_043,vsec_surveillance_blind_spot_sweep,images/vsec_043.jpg,dolly,"Use the reference image as the exact first frame. Create a 5-second photorealistic industrial video. The inspection view moves slowly toward the gate and reveals the existing red truck entering the monitored lane; the barrier and background remain fixed. Camera: smooth dolly forward while keeping the subject framed. Preserve every visible subject's identity, count, geometry, material, lighting, background, and all non-event regions. Do not add people, vehicles, tools, loads, text, logos, or other objects not already visible; avoid cuts, global regeneration, flicker, warping, disappearance, penetration, floating motion, and identity swaps.",以参考图片作为严格首帧，生成一段5秒的写实工业视频。核心任务：镜头揭示卡车进入门岗通道。相机保持主体入镜并平滑向前推进。只执行核心任务指定的局部动作；保持已有主体的身份、数量、几何结构、材质、光照、背景和非事件区域不变。不得凭空增加人员、车辆、工具、载荷、文字或其他物体。
vsec_111,vsec_pedestrian_forklift_near_miss,images/vsec_111.jpg,static,"Use the reference image as the exact first frame. Create a 5-second photorealistic industrial video. The existing forklift starts to approach the crossing, brakes, and stops before reaching the worker; the final clearance remains visible. Camera: locked static camera. Preserve every visible subject's identity, count, geometry, material, lighting, background, and all non-event regions. Do not add people, vehicles, tools, loads, text, logos, or other objects not already visible; avoid cuts, global regeneration, flicker, warping, disappearance, penetration, floating motion, and identity swaps.",以参考图片作为严格首帧，生成一段5秒的写实工业视频。核心任务：叉车在行人前停车。相机保持完全固定。只执行核心任务指定的局部动作；保持已有主体的身份、数量、几何结构、材质、光照、背景和非事件区域不变。不得凭空增加人员、车辆、工具、载荷、文字或其他物体。
vsec_116,vsec_forklift_overspeed_pallet_shift,images/vsec_116.jpg,orbit,"Use the reference image as the exact first frame. Create a 5-second photorealistic industrial video. The loaded pallet truck makes a slow turn and the existing wrapped pallet shifts slightly outward without falling. Camera: constant-radius 45 degree orbit around the subject. Preserve every visible subject's identity, count, geometry, material, lighting, background, and all non-event regions. Do not add people, vehicles, tools, loads, text, logos, or other objects not already visible; avoid cuts, global regeneration, flicker, warping, disappearance, penetration, floating motion, and identity swaps.",以参考图片作为严格首帧，生成一段5秒的写实工业视频。核心任务：托盘车转弯时载荷轻微外移。相机以恒定半径绕主体平滑环绕45度。只执行核心任务指定的局部动作；保持已有主体的身份、数量、几何结构、材质、光照、背景和非事件区域不变。不得凭空增加人员、车辆、工具、载荷、文字或其他物体。
vsec_167,vsec_guard_removed_conveyor,images/vsec_167.jpg,dolly,"Use the reference image as the exact first frame. Create a 5-second photorealistic industrial video. One existing switchgear door near the center swings open slightly, exposing the protected interior, and the adjacent status light changes to red. Camera: smooth dolly forward while keeping the subject framed. Preserve every visible subject's identity, count, geometry, material, lighting, background, and all non-event regions. Do not add people, vehicles, tools, loads, text, logos, or other objects not already visible; avoid cuts, global regeneration, flicker, warping, disappearance, penetration, floating motion, and identity swaps.",以参考图片作为严格首帧，生成一段5秒的写实工业视频。核心任务：开关柜防护门意外开启。相机保持主体入镜并平滑向前推进。只执行核心任务指定的局部动作；保持已有主体的身份、数量、几何结构、材质、光照、背景和非事件区域不变。不得凭空增加人员、车辆、工具、载荷、文字或其他物体。
vsec_169,vsec_missing_ppe_at_height,images/vsec_169.jpg,static,"Use the reference image as the exact first frame. Create a 5-second photorealistic industrial video. One existing metal frame in the stack shifts slightly, leaving the stack visibly misaligned; no new objects or people appear. Camera: locked static camera. Preserve every visible subject's identity, count, geometry, material, lighting, background, and all non-event regions. Do not add people, vehicles, tools, loads, text, logos, or other objects not already visible; avoid cuts, global regeneration, flicker, warping, disappearance, penetration, floating motion, and identity swaps.",以参考图片作为严格首帧，生成一段5秒的写实工业视频。核心任务：堆放的金属架发生轻微错位。相机保持完全固定。只执行核心任务指定的局部动作；保持已有主体的身份、数量、几何结构、材质、光照、背景和非事件区域不变。不得凭空增加人员、车辆、工具、载荷、文字或其他物体。
vsec_203,vsec_forklift_overspeed_pallet_shift,images/vsec_203.jpg,orbit,"Use the reference image as the exact first frame. Create a 5-second photorealistic industrial video. The forklift begins a slow left turn and the existing wrapped pallet shifts slightly outward while remaining supported by the forks. Camera: constant-radius 45 degree orbit around the subject. Preserve every visible subject's identity, count, geometry, material, lighting, background, and all non-event regions. Do not add people, vehicles, tools, loads, text, logos, or other objects not already visible; avoid cuts, global regeneration, flicker, warping, disappearance, penetration, floating motion, and identity swaps.",以参考图片作为严格首帧，生成一段5秒的写实工业视频。核心任务：叉车转弯时缠膜托盘轻微外移。相机以恒定半径绕主体平滑环绕45度。只执行核心任务指定的局部动作；保持已有主体的身份、数量、几何结构、材质、光照、背景和非事件区域不变。不得凭空增加人员、车辆、工具、载荷、文字或其他物体。
vsec_216,vsec_perimeter_fence_breach,images/vsec_216.jpg,dolly,"Use the reference image as the exact first frame and create a 5-second photorealistic industrial video of industrial perimeter fence gate: Restricted-zone fence is broken by impact. Camera: smooth dolly forward while keeping subject framed. Show a localized, causal event where alarm/stop/warning/protective response visible; by the end, final state shows hazard contained/active. Preserve identity, component counts, materials, lighting, background, and non-event regions; only the requested event and camera perspective may change. Avoid text/logos/watermarks, extra entities, global regeneration, flicker, warping, disappearance, penetration, floating motion, and identity swaps.",以参考图片作为严格首帧，生成一段5秒的写实工业视频。核心任务：工业围栏局部破损入侵。相机保持主体入镜并平滑向前推进。只执行核心任务指定的局部动作；保持已有主体的身份、数量、几何结构、材质、光照、背景和非事件区域不变。不得凭空增加人员、车辆、工具、载荷、文字或其他物体。
