task_id,domain,task_category,reference_subject,core_scenario,task_visual_requirement,strict_visual_rules,search_query,negative_prompt,evaluator_prompt
hload_020,heavy_load_construction,rigid_body_kinematics_and_coupling,hydraulic shovel loading,excavator multi-link loading motion or synchronized crawler-crane hoisting with visible load path,"a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","hydraulic shovel loading excavator multi-link loading motion or synchronized crawler-crane hoisting with visible load path construction machinery, crane, excavator, bridge segment, gantry, haul truck a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for hload_020. Domain: heavy_load_construction. Task: rigid_body_kinematics_and_coupling. Scenario: excavator multi-link loading motion or synchronized crawler-crane hoisting with visible load path. Required subject: hydraulic shovel loading. The image must show a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
hload_021,heavy_load_construction,rigid_body_kinematics_and_coupling,excavator,excavator multi-link loading motion or synchronized crawler-crane hoisting with visible load path,"a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","excavator multi-link loading motion or synchronized crawler-crane hoisting with visible load path construction machinery, crane, excavator, bridge segment, gantry, haul truck a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for hload_021. Domain: heavy_load_construction. Task: rigid_body_kinematics_and_coupling. Scenario: excavator multi-link loading motion or synchronized crawler-crane hoisting with visible load path. Required subject: excavator. The image must show a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
hload_022,heavy_load_construction,rigid_body_kinematics_and_coupling,lattice boom crawler crane,excavator multi-link loading motion or synchronized crawler-crane hoisting with visible load path,"a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","lattice boom crawler crane excavator multi-link loading motion or synchronized crawler-crane hoisting with visible load path construction machinery, crane, excavator, bridge segment, gantry, haul truck a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for hload_022. Domain: heavy_load_construction. Task: rigid_body_kinematics_and_coupling. Scenario: excavator multi-link loading motion or synchronized crawler-crane hoisting with visible load path. Required subject: lattice boom crawler crane. The image must show a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
hload_023,heavy_load_construction,rigid_body_kinematics_and_coupling,mobile crane telescoping,excavator multi-link loading motion or synchronized crawler-crane hoisting with visible load path,"a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","mobile crane telescoping excavator multi-link loading motion or synchronized crawler-crane hoisting with visible load path construction machinery, crane, excavator, bridge segment, gantry, haul truck a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for hload_023. Domain: heavy_load_construction. Task: rigid_body_kinematics_and_coupling. Scenario: excavator multi-link loading motion or synchronized crawler-crane hoisting with visible load path. Required subject: mobile crane telescoping. The image must show a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
hload_024,heavy_load_construction,rigid_body_kinematics_and_coupling,hydraulic shovel loading,excavator multi-link loading motion or synchronized crawler-crane hoisting with visible load path,"a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","hydraulic shovel loading excavator multi-link loading motion or synchronized crawler-crane hoisting with visible load path construction machinery, crane, excavator, bridge segment, gantry, haul truck a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for hload_024. Domain: heavy_load_construction. Task: rigid_body_kinematics_and_coupling. Scenario: excavator multi-link loading motion or synchronized crawler-crane hoisting with visible load path. Required subject: hydraulic shovel loading. The image must show a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
hload_025,heavy_load_construction,rigid_body_kinematics_and_coupling,excavator,excavator multi-link loading motion or synchronized crawler-crane hoisting with visible load path,"a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","excavator multi-link loading motion or synchronized crawler-crane hoisting with visible load path construction machinery, crane, excavator, bridge segment, gantry, haul truck a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for hload_025. Domain: heavy_load_construction. Task: rigid_body_kinematics_and_coupling. Scenario: excavator multi-link loading motion or synchronized crawler-crane hoisting with visible load path. Required subject: excavator. The image must show a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
hload_026,heavy_load_construction,topology_mutation_and_failure,lattice boom crawler crane,overloaded crawler crane causing wire-rope extreme deformation and possible snapping,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","lattice boom crawler crane overloaded crawler crane causing wire-rope extreme deformation and possible snapping construction machinery, crane, excavator, bridge segment, gantry, haul truck a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for hload_026. Domain: heavy_load_construction. Task: topology_mutation_and_failure. Scenario: overloaded crawler crane causing wire-rope extreme deformation and possible snapping. Required subject: lattice boom crawler crane. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
hload_027,heavy_load_construction,topology_mutation_and_failure,tower crane luffing,overloaded crawler crane causing wire-rope extreme deformation and possible snapping,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","tower crane luffing overloaded crawler crane causing wire-rope extreme deformation and possible snapping construction machinery, crane, excavator, bridge segment, gantry, haul truck a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for hload_027. Domain: heavy_load_construction. Task: topology_mutation_and_failure. Scenario: overloaded crawler crane causing wire-rope extreme deformation and possible snapping. Required subject: tower crane luffing. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
hload_028,heavy_load_construction,topology_mutation_and_failure,cable laying ship drum,overloaded crawler crane causing wire-rope extreme deformation and possible snapping,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","cable laying ship drum overloaded crawler crane causing wire-rope extreme deformation and possible snapping construction machinery, crane, excavator, bridge segment, gantry, haul truck a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for hload_028. Domain: heavy_load_construction. Task: topology_mutation_and_failure. Scenario: overloaded crawler crane causing wire-rope extreme deformation and possible snapping. Required subject: cable laying ship drum. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
hload_029,heavy_load_construction,topology_mutation_and_failure,mine hoist headframe,overloaded crawler crane causing wire-rope extreme deformation and possible snapping,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","mine hoist headframe overloaded crawler crane causing wire-rope extreme deformation and possible snapping construction machinery, crane, excavator, bridge segment, gantry, haul truck a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for hload_029. Domain: heavy_load_construction. Task: topology_mutation_and_failure. Scenario: overloaded crawler crane causing wire-rope extreme deformation and possible snapping. Required subject: mine hoist headframe. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
hload_030,heavy_load_construction,topology_mutation_and_failure,lattice boom crawler crane,overloaded crawler crane causing wire-rope extreme deformation and possible snapping,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","lattice boom crawler crane overloaded crawler crane causing wire-rope extreme deformation and possible snapping construction machinery, crane, excavator, bridge segment, gantry, haul truck a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for hload_030. Domain: heavy_load_construction. Task: topology_mutation_and_failure. Scenario: overloaded crawler crane causing wire-rope extreme deformation and possible snapping. Required subject: lattice boom crawler crane. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
hload_031,heavy_load_construction,topology_mutation_and_failure,tower crane luffing,overloaded crawler crane causing wire-rope extreme deformation and possible snapping,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","tower crane luffing overloaded crawler crane causing wire-rope extreme deformation and possible snapping construction machinery, crane, excavator, bridge segment, gantry, haul truck a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for hload_031. Domain: heavy_load_construction. Task: topology_mutation_and_failure. Scenario: overloaded crawler crane causing wire-rope extreme deformation and possible snapping. Required subject: tower crane luffing. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
hload_032,heavy_load_construction,topology_mutation_and_failure,cable laying ship drum,overloaded crawler crane causing wire-rope extreme deformation and possible snapping,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","cable laying ship drum overloaded crawler crane causing wire-rope extreme deformation and possible snapping construction machinery, crane, excavator, bridge segment, gantry, haul truck a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for hload_032. Domain: heavy_load_construction. Task: topology_mutation_and_failure. Scenario: overloaded crawler crane causing wire-rope extreme deformation and possible snapping. Required subject: cable laying ship drum. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
hload_033,heavy_load_construction,topology_mutation_and_failure,mine hoist headframe,overloaded crawler crane causing wire-rope extreme deformation and possible snapping,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","mine hoist headframe overloaded crawler crane causing wire-rope extreme deformation and possible snapping construction machinery, crane, excavator, bridge segment, gantry, haul truck a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for hload_033. Domain: heavy_load_construction. Task: topology_mutation_and_failure. Scenario: overloaded crawler crane causing wire-rope extreme deformation and possible snapping. Required subject: mine hoist headframe. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
hload_034,heavy_load_construction,topology_mutation_and_failure,lattice boom crawler crane,overloaded crawler crane causing wire-rope extreme deformation and possible snapping,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","lattice boom crawler crane overloaded crawler crane causing wire-rope extreme deformation and possible snapping construction machinery, crane, excavator, bridge segment, gantry, haul truck a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for hload_034. Domain: heavy_load_construction. Task: topology_mutation_and_failure. Scenario: overloaded crawler crane causing wire-rope extreme deformation and possible snapping. Required subject: lattice boom crawler crane. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
hload_035,heavy_load_construction,topology_mutation_and_failure,tower crane luffing,overloaded crawler crane causing wire-rope extreme deformation and possible snapping,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","tower crane luffing overloaded crawler crane causing wire-rope extreme deformation and possible snapping construction machinery, crane, excavator, bridge segment, gantry, haul truck a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for hload_035. Domain: heavy_load_construction. Task: topology_mutation_and_failure. Scenario: overloaded crawler crane causing wire-rope extreme deformation and possible snapping. Required subject: tower crane luffing. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
hload_036,heavy_load_construction,topology_mutation_and_failure,cable laying ship drum,overloaded crawler crane causing wire-rope extreme deformation and possible snapping,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","cable laying ship drum overloaded crawler crane causing wire-rope extreme deformation and possible snapping construction machinery, crane, excavator, bridge segment, gantry, haul truck a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for hload_036. Domain: heavy_load_construction. Task: topology_mutation_and_failure. Scenario: overloaded crawler crane causing wire-rope extreme deformation and possible snapping. Required subject: cable laying ship drum. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
hload_037,heavy_load_construction,topology_mutation_and_failure,mine hoist headframe,overloaded crawler crane causing wire-rope extreme deformation and possible snapping,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","mine hoist headframe overloaded crawler crane causing wire-rope extreme deformation and possible snapping construction machinery, crane, excavator, bridge segment, gantry, haul truck a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for hload_037. Domain: heavy_load_construction. Task: topology_mutation_and_failure. Scenario: overloaded crawler crane causing wire-rope extreme deformation and possible snapping. Required subject: mine hoist headframe. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
